species	transcript_id	reference_id	strand	reference_pass	raw_correct	decoded_empty	decoded_correct	chain_class	raw_CDS_segments	reference_CDS_segments	shared_exact_suffix_segments	trim_removed_segments	oracle_emission	oracle_transition	oracle_total	oracle_total_positive	oracle_total_zero	recorded_transition
Rcommunis	29154_gene_3.t1	29154.m000209.TIGRR0.1	-	True	1	1	0	exact_chain	3	3	3	0	-10605.47494506836	4087.6782523825973	-6517.796692685762	0	0	correct_to_wrong
Rcommunis	29585_gene_23.t1	29585.m000599.TIGRR0.1	-	True	1	1	0	exact_chain	3	3	3	0	-8436.798828125	4088.0905778150664	-4348.7082503099355	0	0	correct_to_wrong
Rcommunis	29624_gene_2.t1	29624.m000320.TIGRR0.1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	4	5	0		2536.24267578125	4094.7367549924343	6630.979430773685	1	0	wrong_stays_wrong
Rcommunis	29625_gene_4.t1	29625.m000678.TIGRR0.1	-	True	0	1	0	first_CDS_segment_replacement_only	7	7	6		-37572.75390625	8862.769848383285	-28709.984057866714	0	0	wrong_stays_wrong
Rcommunis	29629_gene_46.t1	29629.m001408.TIGRR0.1	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	3	3	0		1298.22216796875	2739.1116091809045	4037.333777149651	1	0	wrong_stays_wrong
Rcommunis	29631_gene_47.t1	29631.m001043.TIGRR0.1	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	6	7	0		4172.041015625	6834.872556022061	11006.91357164706	1	0	wrong_stays_wrong
Rcommunis	29634_gene_6.t1	29634.m002060.TIGRR0.1	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	3	2	1		-8320.63671875	2746.4915410680014	-5574.145177681998	0	0	wrong_stays_wrong
Rcommunis	29647_gene_1.t1	29647.m001994.TIGRR0.1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	3	1	0		-5339.4384765625	2766.4573057048005	-2572.981170857698	0	0	wrong_stays_wrong
Rcommunis	29682_gene_24.t1	29682.m000595.TIGRR0.1	-	True	0	0	0	first_CDS_segment_replacement_only	5	5	4		-7711.3212890625	6150.452588995618	-1560.8687000668788	0	0	wrong_stays_wrong
Rcommunis	29682_gene_25.t1	29682.m000596.TIGRR0.1	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	5	4	0		4464.57275390625	5488.394040480433	9952.966794386688	1	0	wrong_stays_wrong
Rcommunis	29732_gene_3.t1	29732.m000316.TIGRR0.1	+	True	1	0	1	exact_chain	3	3	3	0	13659.470214843743	4084.860960948399	17744.33117579214	1	0	correct_stays_correct
Rcommunis	29738_gene_43.t1	29738.m001046.TIGRR0.1	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	6	6	1		9977.80615234375	6845.5954007631735	16823.401553106924	1	0	wrong_stays_wrong
Rcommunis	29790_gene_22.t1	29790.m000835.TIGRR0.1	-	True	1	1	0	exact_chain	7	7	7	0	-14855.080078124993	9564.607992152694	-5290.472085972295	0	0	correct_to_wrong
Rcommunis	29811_gene_13.t1	29811.m000540.TIGRR0.1	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	8	11	0		27677.26962280274	9541.38653973596	37218.656162538704	1	0	wrong_stays_wrong
Rcommunis	29827_gene_107.t1	29827.m002655.TIGRR0.1	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	3	2	1		3847.35546875	2749.56892115325	6596.9243899032535	1	0	wrong_stays_wrong
Rcommunis	29848_gene_67.t1	29848.m004525.TIGRR0.1	-	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		-902.91796875	4120.421674083844	3217.5037053338447	1	0	wrong_stays_wrong
Rcommunis	29912_gene_27.t1	29912.m005301.TIGRR0.1	-	True	0	0	0	first_CDS_segment_replacement_only	39	39	38		-13273.253723144517	52040.092214315635	38766.838491171104	1	0	wrong_stays_wrong
Rcommunis	29917_gene_74.t1	29917.m002016.TIGRR0.1	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	6	6	1		11192.332275390625	6844.44163234476	18036.77390773539	1	0	wrong_stays_wrong
Rcommunis	29929_gene_43.t1	29929.m004542.TIGRR0.1	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	3	2	1		-2884.1855468750073	2750.3983832529902	-133.78716362201703	0	0	wrong_stays_wrong
Rcommunis	30001_gene_4.t1	30001.m000081.TIGRR0.1	+	True	0	0	0	first_CDS_segment_replacement_only	3	3	2		3139.46533203125	2738.0156196703974	5877.480951701647	1	0	wrong_stays_wrong
Rcommunis	30068_gene_116.t1	30068.m002644.TIGRR0.1	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	11	10	7		14792.335083007812	13697.077365929646	28489.41244893746	1	0	wrong_stays_wrong
Rcommunis	30113_gene_11.t1	30113.m001441.TIGRR0.1	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	8	7	0		343.1761474609375	9599.476347453821	9942.652494914759	1	0	wrong_stays_wrong
Rcommunis	30131_gene_204.t1	30131.m007081.TIGRR0.1	-	True	1	0	0	exact_chain	4	4	4	0	9444.885742187507	4105.353106791937	13550.238848979441	1	0	correct_to_wrong
Rcommunis	30137_gene_2.t1	30137.m000430.TIGRR0.1	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	10	9	8	1	-31502.457031250004	12320.944776558461	-19181.512254691548	0	0	wrong_stays_wrong
Rcommunis	30137_gene_3.t1	30137.m000432.TIGRR0.1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	10	6	0		8932.658203125	12371.510902892494	21304.169106017496	1	0	wrong_stays_wrong
Rcommunis	30142_gene_19.t1	30142.m000644.TIGRR0.1	+	True	1	0	1	exact_chain	2	2	2	0	5821.0234375	1364.0114227742215	7185.03486027422	1	0	correct_stays_correct
Rcommunis	30190_gene_133.t1	30190.m010972.TIGRR0.1	+	True	0	0	0	first_CDS_segment_replacement_only	6	6	5		-9204.461944580078	6788.662297116134	-2415.799647463942	0	0	wrong_stays_wrong
Rcommunis	30204_gene_78.t1	30204.m001820.TIGRR0.1	-	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	21	21	2		2252.2490234375	27378.001617537942	29630.250640975442	1	0	wrong_stays_wrong
Rcommunis	30204_gene_88.t1	30204.m001832.TIGRR0.1	-	True	0	0	0	no_shared_exact_terminal_CDS_segment	35	33	0		-26287.1552734375	46585.852926127125	20298.697652689618	1	0	wrong_stays_wrong
Rcommunis	30208_gene_7.t1	30208.m001105.TIGRR0.1	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	4	3	3	1	-717.109375	4120.913940595878	3403.8045655958776	1	0	wrong_stays_wrong
Rcommunis	30217_gene_14.t1	30217.m000267.TIGRR0.1	-	True	0	0	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	-2205.8671875	4120.648831685963	1914.7816441859595	1	0	wrong_stays_wrong
Oeuropaea	chr1_gene_273.t1	PAC:37728668	-	True	0	0	0	no_shared_exact_terminal_CDS_segment	6	3	0		1751.706298828125	6884.592813022311	8636.299111850441	1	0	wrong_stays_wrong
Oeuropaea	chr1_gene_623.t1	PAC:37728700	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	3	11	1		-48478.375	2616.3247788523277	-45862.05022114767	0	0	wrong_stays_wrong
Oeuropaea	chr1_gene_751.t1	PAC:37728867	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	6	6	0		-8320.851562499998	6844.906424883326	-1475.9451376166744	0	0	wrong_stays_wrong
Oeuropaea	chr1_gene_1291.t1	PAC:37727761	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	3	2	1	1	-228.953125	2751.409826716251	2522.4567017162517	1	0	wrong_stays_wrong
Oeuropaea	chr1_gene_1673.t1	PAC:37728130	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	38	42	0		42271.82348632814	50606.41420797345	92878.23769430158	1	0	wrong_stays_wrong
Oeuropaea	chr10_gene_816.t1	PAC:37730053	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	-1440.2382812500014	4120.183753755822	2679.945472505821	1	0	wrong_stays_wrong
Oeuropaea	chr10_gene_854.t1	PAC:37731673	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	32490.706054687507	5476.955331666661	37967.66138635417	1	0	wrong_stays_wrong
Oeuropaea	chr10_gene_1000.t1	PAC:37731621	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	14	37	0		44844.87155151366	17480.217221754254	62325.088773267904	1	0	wrong_stays_wrong
Oeuropaea	chr10_gene_1001.t1	PAC:37731621	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	23	37	0		36058.33639526364	29919.56006606019	65977.89646132383	1	0	wrong_stays_wrong
Oeuropaea	chr10_gene_1260.t1	PAC:37729965	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	221.21875	1381.6454169228027	1602.8641669228027	1	0	wrong_stays_wrong
Oeuropaea	chr10_gene_1742.t1	PAC:37729977	-	True	1	1	0	exact_chain	4	4	4	0	-6673.031249999999	4105.682087639429	-2567.3491623605696	0	0	correct_to_wrong
Oeuropaea	chr10_gene_1862.t1	PAC:37731119	-	True	1	1	0	exact_chain	4	4	4	0	-10768.460937499996	4101.757118122316	-6666.703819377682	0	0	correct_to_wrong
Oeuropaea	chr11_gene_1035.t1	PAC:37719897	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	3	1	0		4011.9375	2764.5106031610153	6776.448103161013	1	0	wrong_stays_wrong
Oeuropaea	chr11_gene_1579.t1	PAC:37720718	+	True	1	0	1	exact_chain	4	4	4	0	8301.75439453125	4105.711402764453	12407.465797295703	1	0	correct_stays_correct
Oeuropaea	chr12_gene_960.t1	PAC:37710802	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	6	5	4	1	1760.72509765625	6861.528557750524	8622.253655406774	1	0	wrong_stays_wrong
Oeuropaea	chr12_gene_965.t1	PAC:37710257	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	2	3	0		-697.5517578125018	1358.175141454211	660.6233836417096	1	0	wrong_stays_wrong
Oeuropaea	chr12_gene_997.t1	PAC:37710710	+	True	1	0	1	exact_chain	4	4	4	0	7326.68603515625	4105.590885028243	11432.276920184493	1	0	correct_stays_correct
Oeuropaea	chr12_gene_1401.t1	PAC:37709073	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	3	2	1	1	-3838.58984375	2748.387111602657	-1090.2027321473433	0	0	wrong_stays_wrong
Oeuropaea	chr13_gene_60.t1	PAC:37715009	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	2	4	1		18181.58151245118	1307.9069984882365	19489.488510939416	1	0	wrong_stays_wrong
Oeuropaea	chr13_gene_279.t1	PAC:37716294	-	True	1	1	0	exact_chain	5	5	5	0	-13105.072265625	5470.501304969871	-7634.57096065513	0	0	correct_to_wrong
Oeuropaea	chr13_gene_280.t1	PAC:37715915	-	True	0	0	0	no_shared_exact_terminal_CDS_segment	38	34	0		-72119.7978515625	50693.85988679204	-21425.93796477047	0	0	wrong_stays_wrong
Oeuropaea	chr13_gene_743.t1	PAC:37715875	+	True	1	0	1	exact_chain	4	4	4	0	12341.858886718748	4103.248932262431	16445.107818981178	1	0	correct_stays_correct
Oeuropaea	chr13_gene_1149.t1	PAC:37715175	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	6	7	5		13574.191314697267	6826.9646899474865	20401.156004644756	1	0	wrong_stays_wrong
Oeuropaea	chr14_gene_509.t1	PAC:37697577	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	11	14	2		-22638.87109375	13650.287341398229	-8988.58375235177	0	0	wrong_stays_wrong
Oeuropaea	chr14_gene_836.t1	PAC:37696976	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	-7387.92578125	5486.690645668348	-1901.2351355816536	0	0	wrong_stays_wrong
Oeuropaea	chr14_gene_842.t1	PAC:37696906	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	62.0703125	1381.5838124119234	1443.6541249119227	1	0	wrong_stays_wrong
Oeuropaea	chr15_gene_753.t1	PAC:37706367	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	26	28	8		-87235.71289062499	34150.34355059794	-53085.36934002703	0	0	wrong_stays_wrong
Oeuropaea	chr15_gene_803.t1	PAC:37704680	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	18	21	0		-40720.48635864257	23228.06436776858	-17492.421990873987	0	0	wrong_stays_wrong
Oeuropaea	chr15_gene_1245.t1	PAC:37705690	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	10	8	4		-6870.96142578125	12347.538583162801	5476.577157381549	1	0	wrong_stays_wrong
Oeuropaea	chr16_gene_705.t1	PAC:37739682	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	7	6	5	1	4338.811035156248	8229.953955693338	12568.764990849588	1	0	wrong_stays_wrong
Oeuropaea	chr17_gene_523.t1	PAC:37744452	-	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	7	9	5		-18923.054718017578	8187.224319214662	-10735.830398802922	0	0	wrong_stays_wrong
Oeuropaea	chr17_gene_666.t1	PAC:37744632	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	-1805.49267578125	1382.6310890968712	-422.8615866843784	0	0	wrong_stays_wrong
Oeuropaea	chr18_gene_2.t1	PAC:37734172	-	True	1	1	0	exact_chain	3	3	3	0	-12779.548828125	2733.6448350808387	-10045.903993044158	0	0	correct_to_wrong
Oeuropaea	chr18_gene_98.t1	PAC:37733515	-	True	0	1	0	first_CDS_segment_replacement_only	7	7	6		-4405.109375	8215.767958504697	3810.658583504697	1	0	wrong_stays_wrong
Oeuropaea	chr18_gene_100.t1	PAC:37734074	-	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	6	5	4		2450.6141357421875	6839.800948095575	9290.415083837765	1	0	wrong_stays_wrong
Oeuropaea	chr18_gene_323.t1	PAC:37734783	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	11	6	0		5566.2978515625	13754.232478101256	19320.530329663758	1	0	wrong_stays_wrong
Oeuropaea	chr18_gene_398.t1	PAC:37734816	+	True	1	0	1	exact_chain	10	10	10	0	45862.255371093765	12305.926058825824	58168.18142991958	1	0	correct_stays_correct
Oeuropaea	chr18_gene_1270.t1	PAC:37734338	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	7	4	0		-2662.5586547851562	8251.826774214198	5589.268119429042	1	0	wrong_stays_wrong
Oeuropaea	chr19_gene_165.t1	PAC:37732330	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	4	6	0		-53937.98440551757	4056.758908170412	-49881.22549734716	0	0	wrong_stays_wrong
Oeuropaea	chr2_gene_611.t1	PAC:37724210	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	3	4	0		5148.354980468748	2702.580686860118	7850.935667328866	1	0	wrong_stays_wrong
Oeuropaea	chr2_gene_991.t1	PAC:37723961	-	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	39	37	7		-20306.8896789551	52062.832873727326	31755.943194772226	1	0	wrong_stays_wrong
Oeuropaea	chr2_gene_1012.t1	PAC:37724019	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	6	5	0		-7561.05078125	6855.129074971913	-705.9217062780881	0	0	wrong_stays_wrong
Oeuropaea	chr2_gene_1186.t1	PAC:37722841	-	False	1	1	0	exact_chain	2	2	2	0	-5275.209014892578	1365.9885650952895	-3909.22044979729	0	0	correct_to_wrong
Oeuropaea	chr20_gene_10.t1	PAC:37738160	-	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	13	18	6		-36739.14456176756	16349.345090205108	-20389.799471562455	0	0	wrong_stays_wrong
Oeuropaea	chr20_gene_411.t1	PAC:37737742	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	-800.6133117675781	4121.086291134624	3320.472979367046	1	0	wrong_stays_wrong
Oeuropaea	chr21_gene_14.t1	PAC:37726355	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	3	7	2		59739.22546386718	2613.4130432601523	62352.63850712734	1	0	wrong_stays_wrong
Oeuropaea	chr21_gene_744.t1	PAC:37726391	-	True	0	1	0	first_CDS_segment_replacement_only	6	6	5		-22860.099609374996	6833.567418812525	-16026.532190562471	0	0	wrong_stays_wrong
Oeuropaea	chr22_gene_215.t1	PAC:37714213	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	9	5	4		12613.4287109375	11001.298264883753	23614.726975821253	1	0	wrong_stays_wrong
Oeuropaea	chr22_gene_310.t1	PAC:37714058	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	5	5	0		9101.9111328125	5472.65037276269	14574.56150557519	1	0	wrong_stays_wrong
Oeuropaea	chr23_gene_482.t1	PAC:37707763	-	True	1	1	0	exact_chain	4	4	4	0	-6393.476562500002	4105.633229097721	-2287.84333340228	0	0	correct_to_wrong
Oeuropaea	chr23_gene_488.t1	PAC:37707585	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	5	5	0		-9284.677734374996	5475.369588093829	-3809.3081462811697	0	0	wrong_stays_wrong
Oeuropaea	chr3_gene_21.t1	PAC:37718589	-	True	1	1	0	exact_chain	9	9	9	0	-13074.625000000004	10949.933951363742	-2124.6910486362613	0	0	correct_to_wrong
Oeuropaea	chr3_gene_336.t1	PAC:37718945	-	True	0	0	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	-856.28125	1382.3230665424762	526.0418165424744	1	0	wrong_stays_wrong
Oeuropaea	chr3_gene_337.t1	PAC:37718227	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	2	3	1		12475.40234375	1342.5013152339454	13817.903658983947	1	0	wrong_stays_wrong
Oeuropaea	chr3_gene_778.t1	PAC:37718830	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	3	9	1		-48783.519531249985	2637.1436568754266	-46146.375874374564	0	0	wrong_stays_wrong
Oeuropaea	chr3_gene_833.t1	PAC:37718779	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	8	9	3		-8178.34375	9573.045231068196	1394.7014810681958	1	0	wrong_stays_wrong
Oeuropaea	chr4_gene_226.t1	PAC:37718029	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	39	35	8		44258.916015625	52087.07668320446	96345.99269882948	1	0	wrong_stays_wrong
Oeuropaea	chr4_gene_536.t1	PAC:37717525	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	-59.228515625	1381.6207751184513	1322.392259493453	1	0	wrong_stays_wrong
Oeuropaea	chr4_gene_614.t1	PAC:37716957	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	39	26	7		44544.7021484375	52191.41625673965	96736.11840517714	1	0	wrong_stays_wrong
Oeuropaea	chr5_gene_23.t1	PAC:37742807	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	9	7	6	2	6957.66357421875	10975.455157307326	17933.118731526076	1	0	wrong_stays_wrong
Oeuropaea	chr5_gene_118.t1	PAC:37742295	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	3	7	2		-20431.363281249993	2683.3596541076176	-17748.003627142374	0	0	wrong_stays_wrong
Oeuropaea	chr6_gene_589.t1	PAC:37736084	-	True	1	1	0	exact_chain	3	3	3	0	-21315.97265625	2723.8503260866837	-18592.122330163318	0	0	correct_to_wrong
Oeuropaea	chr6_gene_975.t1	PAC:37735899	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	16	4	0		626.68505859375	20684.95395584031	21311.63901443406	1	0	wrong_stays_wrong
Oeuropaea	chr6_gene_1037.t1	PAC:37736386	-	True	1	1	0	exact_chain	3	3	3	0	-12568.08251953125	2730.5960620783353	-9837.486457452915	0	0	correct_to_wrong
Oeuropaea	chr6_gene_1377.t1	PAC:37736718	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	11	11	0		-7220.1796875	13692.016163504853	6471.836476004857	1	0	wrong_stays_wrong
Oeuropaea	chr7_gene_375.t1	PAC:37700844	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	18	19	0		-59083.51724243163	23232.45659954133	-35851.06064289031	0	0	wrong_stays_wrong
Oeuropaea	chr8_gene_489.t1	PAC:37699225	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	-31252.457031249993	5469.195605434207	-25783.26142581579	0	0	wrong_stays_wrong
Oeuropaea	chr8_gene_504.t1	PAC:37699302	-	True	1	1	0	exact_chain	3	3	3	0	-7209.8125	2732.781667510685	-4477.030832489315	0	0	correct_to_wrong
Oeuropaea	chr8_gene_565.t1	PAC:37698749	-	True	1	1	0	exact_chain	2	2	2	0	-13191.160156249998	1360.9365918828078	-11830.223564367192	0	0	correct_to_wrong
Oeuropaea	chr8_gene_792.t1	PAC:37698643	+	True	1	0	1	exact_chain	6	6	6	0	17980.162109375	6840.600502040759	24820.76261141576	1	0	correct_stays_correct
Oeuropaea	chr9_gene_221.t1	PAC:37712677	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	-1011.80419921875	1382.1382530098379	370.33405379108126	1	0	wrong_stays_wrong
Oeuropaea	scaffold1075_gene_26.t1	PAC:37702068	+	True	1	0	1	exact_chain	18	18	18	0	16299.303710937496	23279.628062111857	39578.93177304935	1	0	correct_stays_correct
Oeuropaea	scaffold1084_gene_17.t1	PAC:37743549	-	False	0	1	0	first_CDS_segment_replacement_only	2	2	1		-506.0	1369.5454669315452	863.5454669315454	1	0	wrong_stays_wrong
Oeuropaea	scaffold1093_gene_16.t1	PAC:37699892	-	True	0	0	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	-218.9697265625	1382.3230665424758	1163.3533399799753	1	0	wrong_stays_wrong
Oeuropaea	scaffold11773_gene_1.t1	PAC:37737227	-	False	1	0	1	exact_chain	3	3	3	0	8497.18408203125	2733.918442914396	11231.102524945645	1	0	correct_stays_correct
Oeuropaea	scaffold1243_gene_2.t1	PAC:37714835	-	True	1	1	0	exact_chain	4	4	4	0	-22879.05859375	4092.1678150033304	-18786.89077874667	0	0	correct_to_wrong
Oeuropaea	scaffold1251_gene_5.t1	PAC:37745278	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		20592.506347656246	4112.576832229143	24705.08317988539	1	0	wrong_stays_wrong
Oeuropaea	scaffold1259_gene_23.t1	PAC:37698188	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	8	7	6	1	-1981.181640625	9599.954869730247	7618.773229105247	1	0	wrong_stays_wrong
Oeuropaea	scaffold1280_gene_13.t1	PAC:37745075	+	True	1	0	1	exact_chain	4	4	4	0	12704.1103515625	4099.68551595395	16803.79586751645	1	0	correct_stays_correct
Oeuropaea	scaffold1301_gene_11.t1	PAC:37745185	+	True	1	0	1	exact_chain	5	5	5	0	19921.54638671875	5466.8271426335195	25388.37352935227	1	0	correct_stays_correct
Oeuropaea	scaffold134_gene_14.t1	PAC:37703301	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	5	5	3		1131.1513671875	5479.698893245645	6610.850260433145	1	0	wrong_stays_wrong
Oeuropaea	scaffold1422_gene_16.t1	PAC:37708689	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	2	3	0		-1276.7416992187482	1358.5378265639724	81.79612734522516	1	0	wrong_stays_wrong
Oeuropaea	scaffold1521_gene_6.t1	PAC:37699827	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	8	9	0		39207.63964843751	9534.582509419333	48742.222157856835	1	0	wrong_stays_wrong
Oeuropaea	scaffold1595_gene_10.t1	PAC:37745623	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		3371.20166015625	4120.286850994042	7491.488511150291	1	0	wrong_stays_wrong
Oeuropaea	scaffold1618_gene_6.t1	PAC:37741193	-	True	0	0	0	no_shared_exact_terminal_CDS_segment	13	13	0		-15101.592834472656	16429.0003736446	1327.4075391719452	1	0	wrong_stays_wrong
Oeuropaea	scaffold1806_gene_6.t1	PAC:37704020	-	True	1	1	0	exact_chain	2	2	2	0	-7020.642578125	1363.6400978572497	-5657.002480267751	0	0	correct_to_wrong
Oeuropaea	scaffold1866_gene_4.t1	PAC:37700017	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	5	6	4		8735.533081054688	5453.765739621839	14189.298820676528	1	0	wrong_stays_wrong
Oeuropaea	scaffold2146_gene_5.t1	PAC:37746575	+	True	1	0	1	exact_chain	4	4	4	0	9344.213378906254	4104.362907013348	13448.576285919602	1	0	correct_stays_correct
Oeuropaea	scaffold2257_gene_2.t1	PAC:37704210	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	10	13	1		45032.65234375	12273.853534169033	57306.50587791903	1	0	wrong_stays_wrong
Oeuropaea	scaffold2302_gene_4.t1	PAC:37716794	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		-4299.101562500004	4118.6269357770025	-180.47462672300207	0	0	wrong_stays_wrong
Oeuropaea	scaffold2618_gene_6.t1	PAC:37703824	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	6	3	0		-1693.609375000001	6882.823142794962	5189.213767794962	1	0	wrong_stays_wrong
Oeuropaea	scaffold2673_gene_9.t1	PAC:37699548	-	True	1	1	0	exact_chain	4	4	4	0	-4426.625	4104.4215372633935	-322.20346273660834	0	0	correct_to_wrong
Oeuropaea	scaffold2718_gene_2.t1	PAC:37745490	+	False	1	0	1	exact_chain	3	3	3	0	14789.405273437498	2727.5505463119453	17516.955819749444	1	0	correct_stays_correct
Oeuropaea	scaffold2757_gene_5.t1	PAC:37732078	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	5	3	0		-257.890625	5502.999368577471	5245.108743577472	1	0	wrong_stays_wrong
Oeuropaea	scaffold2783_gene_2.t1	PAC:37704032	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	16	23	0		-54328.3984375	20439.918928273444	-33888.479509226556	0	0	wrong_stays_wrong
Oeuropaea	scaffold290_gene_1.t1	PAC:37742918	+	True	1	0	1	exact_chain	3	3	3	0	9237.3154296875	2734.631777623317	11971.947207310817	1	0	correct_stays_correct
Oeuropaea	scaffold293_gene_27.t1	PAC:37702702	-	True	0	0	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	2088.0947265625	5488.422929330317	7576.517655892817	1	0	wrong_stays_wrong
Oeuropaea	scaffold3048_gene_4.t1	PAC:37740883	+	True	1	0	1	exact_chain	5	5	5	0	26421.886230468743	5464.4037589648615	31886.2899894336	1	0	correct_stays_correct
Oeuropaea	scaffold3298_gene_5.t1	PAC:37741700	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	4	3	0		-516.14453125	4121.384543188827	3605.2400119388267	1	0	wrong_stays_wrong
Oeuropaea	scaffold349_gene_11.t1	PAC:37702618	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	3	2	1	1	642.7011718749982	2751.5235482130956	3394.224720088094	1	0	wrong_stays_wrong
Oeuropaea	scaffold3592_gene_4.t1	PAC:37702416	-	False	0	0	0	no_shared_exact_terminal_CDS_segment	4	7	0		-1954.1148681640643	4040.3254204795503	2086.210552315486	1	0	wrong_stays_wrong
Oeuropaea	scaffold3842_gene_5.t1	PAC:37708431	+	False	0	0	0	first_CDS_segment_replacement_only	6	6	5		21422.9345703125	6838.308681809498	28261.243252121996	1	0	wrong_stays_wrong
Oeuropaea	scaffold3965_gene_3.t1	PAC:37706490	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	9	13	0		-56277.423828125	10876.21224730141	-45401.21158082358	0	0	wrong_stays_wrong
